group_id,kind,sha256,uid,class_folder,filename,width,height,bytes
13,within_class,0f1091a5d8f41fbda938ff10e38d87577704393e4314674739695d82f72e3ac9,No/IMG_0228.jpeg,No,IMG_0228.jpeg,925,1035,197966
14,within_class,109afdf3417e85f3930586499f1b4663b140f510462fe891f98cadd2cdef8aed,No/5 (9).jpeg,No,5 (9).jpeg,959,747,144096
14,within_class,109afdf3417e85f3930586499f1b4663b140f510462fe891f98cadd2cdef8aed,No/8 (1).jpeg,No,8 (1).jpeg,959,747,144096
14,within_class,109afdf3417e85f3930586499f1b4663b140f510462fe891f98cadd2cdef8aed,No/IMG_0222.jpeg,No,IMG_0222.jpeg,959,747,144096
15,within_class,12552ede0ab5b835aa0c2a583ae0072bdea55ea0da6cd428a96d01c8eae3b474,No/2 (9).jpeg,No,2 (9).jpeg,948,939,196611
15,within_class,12552ede0ab5b835aa0c2a583ae0072bdea55ea0da6cd428a96d01c8eae3b474,No/IMG_0201.jpeg,No,IMG_0201.jpeg,948,939,196611
16,within_class,130554491e7c7e2c098322bef80a778d7e6fef9d3f01776d2242e57161430a26,No/6 (4).jpeg,No,6 (4).jpeg,692,568,84871
16,within_class,130554491e7c7e2c098322bef80a778d7e6fef9d3f01776d2242e57161430a26,No/IMG_0236.jpeg,No,IMG_0236.jpeg,692,568,84871
17,cross_class,13d50696110c1d61115979de42315c8245c99d21cc1764875048587c33f5975e,No/IMG_0218.jpeg,No,IMG_0218.jpeg,814,491,77664
17,cross_class,13d50696110c1d61115979de42315c8245c99d21cc1764875048587c33f5975e,Yes/IMG_0218.jpeg,Yes,IMG_0218.jpeg,814,491,77664
18,within_class,16d0f6794508e22eeb52a5d66279993f6f10b33576ffb2f583da361ea63a29a4,No/10 (31).jpeg,No,10 (31).jpeg,471,481,52461
18,within_class,16d0f6794508e22eeb52a5d66279993f6f10b33576ffb2f583da361ea63a29a4,No/IMG_0339.jpeg,No,IMG_0339.jpeg,471,481,52461
19,within_class,18c618918716fc1a8644cee53f7cec646ddbb87a7b9e391bc4cc800f25e4394b,No/10 (15).jpeg,No,10 (15).jpeg,140,526,20923
19,within_class,18c618918716fc1a8644cee53f7cec646ddbb87a7b9e391bc4cc800f25e4394b,No/IMG_0360.jpeg,No,IMG_0360.jpeg,140,526,20923
20,within_class,1917f257da33edf22d88f8d62fbee1ce772f378fd498f8ddf068b957fb82d6e5,No/13 (36).jpg,No,13 (36).jpg,129,130,9048
20,within_class,1917f257da33edf22d88f8d62fbee1ce772f378fd498f8ddf068b957fb82d6e5,No/9 (34).jpg,No,9 (34).jpg,129,130,9048
20,within_class,1917f257da33edf22d88f8d62fbee1ce772f378fd498f8ddf068b957fb82d6e5,No/IMG_20231216_150534_792.jpg,No,IMG_20231216_150534_792.jpg,129,130,9048
21,within_class,1b7e05e46f04af3f508ac5aa83247ce04d7ec995b81fdd9ace51d393e3e1b377,No/7 (1).jpg,No,7 (1).jpg,173,173,14459
21,within_class,1b7e05e46f04af3f508ac5aa83247ce04d7ec995b81fdd9ace51d393e3e1b377,No/IMG_20231216_135244_592.jpg,No,IMG_20231216_135244_592.jpg,173,173,14459
22,within_class,1ea614f0e8d7c9070d21230ca4ed39986f48105ddffc495e1e923c59404fbfaf,No/10 (24).jpeg,No,10 (24).jpeg,729,491,73777
22,within_class,1ea614f0e8d7c9070d21230ca4ed39986f48105ddffc495e1e923c59404fbfaf,No/IMG_0332.jpeg,No,IMG_0332.jpeg,729,491,73777
23,cross_class,21a482a42d45e59c4c67a0a1da5f0d852defec3ad48c57977fda4dccd9290983,No/4 (3).jpeg,No,4 (3).jpeg,998,624,127951
23,cross_class,21a482a42d45e59c4c67a0a1da5f0d852defec3ad48c57977fda4dccd9290983,No/IMG_0215.jpeg,No,IMG_0215.jpeg,998,624,127951
23,cross_class,21a482a42d45e59c4c67a0a1da5f0d852defec3ad48c57977fda4dccd9290983,Yes/IMG_0215.jpeg,Yes,IMG_0215.jpeg,998,624,127951
24,within_class,26b6ad39ed126371c5070e5dd69a28f1a1d8aeaf19358a9a71e10be5ed770b12,No/13 (26).jpg,No,13 (26).jpg,141,129,9229
24,within_class,26b6ad39ed126371c5070e5dd69a28f1a1d8aeaf19358a9a71e10be5ed770b12,No/9 (24).jpg,No,9 (24).jpg,141,129,9229
24,within_class,26b6ad39ed126371c5070e5dd69a28f1a1d8aeaf19358a9a71e10be5ed770b12,No/IMG_20231216_150534_782.jpg,No,IMG_20231216_150534_782.jpg,141,129,9229
25,within_class,2974660d603842a0d4573e82c981c42b61526e83226b1692aea7d116ab292778,No/11 (18).jpeg,No,11 (18).jpeg,641,491,66527
25,within_class,2974660d603842a0d4573e82c981c42b61526e83226b1692aea7d116ab292778,No/2024-02-04 15.39.13.jpeg,No,2024-02-04 15.39.13.jpeg,641,491,66527
26,within_class,2acfa839ba860ced291a267586a80783478c89bc56ae6479bc64e23b6b7c0172,No/2 (8).jpeg,No,2 (8).jpeg,740,854,141294
26,within_class,2acfa839ba860ced291a267586a80783478c89bc56ae6479bc64e23b6b7c0172,No/IMG_0200.jpeg,No,IMG_0200.jpeg,740,854,141294
27,within_class,2bb37760d288c2db46c464ca04890d30df03271054402a27e1df5c0b05164a80,No/1 (10).jpeg,No,1 (10).jpeg,956,778,158646
27,within_class,2bb37760d288c2db46c464ca04890d30df03271054402a27e1df5c0b05164a80,No/2 (2).jpeg,No,2 (2).jpeg,956,778,158646
27,within_class,2bb37760d288c2db46c464ca04890d30df03271054402a27e1df5c0b05164a80,No/IMG_0204.jpeg,No,IMG_0204.jpeg,956,778,158646
28,within_class,303f01a526ae84353dc79f9dd8e88df0a961f6218854b355fe2ac79734b22a68,No/10 (4).jpeg,No,10 (4).jpeg,187,256,18752
28,within_class,303f01a526ae84353dc79f9dd8e88df0a961f6218854b355fe2ac79734b22a68,No/IMG_0349.jpeg,No,IMG_0349.jpeg,187,256,18752
29,within_class,364050a2a9fdd68e188f8336feb747a3da710fec7e790ff6dbd634496793a76b,No/11 (11).jpeg,No,11 (11).jpeg,576,492,51965
29,within_class,364050a2a9fdd68e188f8336feb747a3da710fec7e790ff6dbd634496793a76b,No/2024-02-04 15.37.04.jpeg,No,2024-02-04 15.37.04.jpeg,576,492,51965
30,within_class,39d32bbe5d60e0d6ae04737d8d3f468145fa7f1edaca22f8afd2eedff15394ac,No/9 (28).jpg,No,9 (28).jpg,189,129,11906
30,within_class,39d32bbe5d60e0d6ae04737d8d3f468145fa7f1edaca22f8afd2eedff15394ac,No/IMG_20231216_150534_786.jpg,No,IMG_20231216_150534_786.jpg,189,129,11906
31,within_class,40b7645a680de99afa493876c0f8792efc2aaf0bdf2ec7486700e3ab492ea8f3,No/6 (9).jpeg,No,6 (9).jpeg,982,491,102383
31,within_class,40b7645a680de99afa493876c0f8792efc2aaf0bdf2ec7486700e3ab492ea8f3,No/IMG_0231.jpeg,No,IMG_0231.jpeg,982,491,102383
32,cross_class,4203bd7081bdec46d15ac1c37dc151fb232ef6740ad98b1bae78cb2372b8bbf0,No/4 (8).jpeg,No,4 (8).jpeg,1063,935,184788
32,cross_class,4203bd7081bdec46d15ac1c37dc151fb232ef6740ad98b1bae78cb2372b8bbf0,No/IMG_0210.jpeg,No,IMG_0210.jpeg,1063,935,184788
32,cross_class,4203bd7081bdec46d15ac1c37dc151fb232ef6740ad98b1bae78cb2372b8bbf0,Yes/IMG_0210.jpeg,Yes,IMG_0210.jpeg,1063,935,184788
33,within_class,42298c71c2a06854b1d5a8c81099650bdab23906eb25189d49927b3d319f8a75,No/13 (7).jpg,No,13 (7).jpg,129,130,9223
33,within_class,42298c71c2a06854b1d5a8c81099650bdab23906eb25189d49927b3d319f8a75,No/9 (5).jpg,No,9 (5).jpg,129,130,9223
33,within_class,42298c71c2a06854b1d5a8c81099650bdab23906eb25189d49927b3d319f8a75,No/IMG_20231216_150534_800.jpg,No,IMG_20231216_150534_800.jpg,129,130,9223
34,within_class,4326d6872fca976c973b39e5ac7e43e2f4106493a83f2c3675b0d21e94a8d2de,No/11 (17).jpeg,No,11 (17).jpeg,542,467,53035
34,within_class,4326d6872fca976c973b39e5ac7e43e2f4106493a83f2c3675b0d21e94a8d2de,No/2024-02-04 15.38.54.jpeg,No,2024-02-04 15.38.54.jpeg,542,467,53035
35,within_class,45cb463c6bc8cff35efdf429a4a158c2ed8d440cafc27edc7b8af5e1c3041ce0,No/13 (33).jpg,No,13 (33).jpg,148,129,9919
35,within_class,45cb463c6bc8cff35efdf429a4a158c2ed8d440cafc27edc7b8af5e1c3041ce0,No/9 (31).jpg,No,9 (31).jpg,148,129,9919
35,within_class,45cb463c6bc8cff35efdf429a4a158c2ed8d440cafc27edc7b8af5e1c3041ce0,No/IMG_20231216_150534_789.jpg,No,IMG_20231216_150534_789.jpg,148,129,9919
36,within_class,4a60958ef34b3195117b8051d6f93945e91a98577ce13ee0544cf697ba834ba4,No/11 (1).jpeg,No,11 (1).jpeg,656,547,66336
36,within_class,4a60958ef34b3195117b8051d6f93945e91a98577ce13ee0544cf697ba834ba4,No/2024-02-04 15.33.52.jpeg,No,2024-02-04 15.33.52.jpeg,656,547,66336
37,within_class,4cb5b829fa15053c9b5de56793ab37eb95f3931c1ee8d15e5921ad5492a50e3b,No/10 (1).jpeg,No,10 (1).jpeg,146,588,21394
37,within_class,4cb5b829fa15053c9b5de56793ab37eb95f3931c1ee8d15e5921ad5492a50e3b,No/12 (12).jpeg,No,12 (12).jpeg,146,588,21394
37,within_class,4cb5b829fa15053c9b5de56793ab37eb95f3931c1ee8d15e5921ad5492a50e3b,No/IMG_0346.jpeg,No,IMG_0346.jpeg,146,588,21394
38,within_class,4cc842ff0e295d6b5e2e6d7257a54f95684a0d1cca8f64e7138fd332a47099cb,No/7 (4).jpg,No,7 (4).jpg,176,173,14616
38,within_class,4cc842ff0e295d6b5e2e6d7257a54f95684a0d1cca8f64e7138fd332a47099cb,No/IMG_20231216_135244_595.jpg,No,IMG_20231216_135244_595.jpg,176,173,14616
39,within_class,4d2f50274662dc7ebb66c44a7c6dfb5c81dbeaf7ae95173d2c1805aafba26bcf,No/13 (3).jpg,No,13 (3).jpg,129,129,8797
39,within_class,4d2f50274662dc7ebb66c44a7c6dfb5c81dbeaf7ae95173d2c1805aafba26bcf,No/9 (1).jpg,No,9 (1).jpg,129,129,8797
39,within_class,4d2f50274662dc7ebb66c44a7c6dfb5c81dbeaf7ae95173d2c1805aafba26bcf,No/IMG_20231216_150534_796.jpg,No,IMG_20231216_150534_796.jpg,129,129,8797
40,cross_class,4da7e6ba62f2ad5f0be180452002877d6a8ce82a86a1f1279421b6c0d448f57d,No/IMG_0185.jpeg,No,IMG_0185.jpeg,400,340,36527
40,cross_class,4da7e6ba62f2ad5f0be180452002877d6a8ce82a86a1f1279421b6c0d448f57d,Yes/IMG_0185.jpeg,Yes,IMG_0185.jpeg,400,340,36527
41,within_class,53095df9cabd4f796e1d15f6109cc73aae4e328dfda31c529d17e5acb05f17c0,No/11 (19).jpeg,No,11 (19).jpeg,557,406,48569
41,within_class,53095df9cabd4f796e1d15f6109cc73aae4e328dfda31c529d17e5acb05f17c0,No/2024-02-04 15.39.28.jpeg,No,2024-02-04 15.39.28.jpeg,557,406,48569
42,within_class,58232ee2c3bcf299415690ccba7621e9876db8aacbb22615e0677ecf6f6a9ef7,No/10 (22).jpeg,No,10 (22).jpeg,545,766,74330
42,within_class,58232ee2c3bcf299415690ccba7621e9876db8aacbb22615e0677ecf6f6a9ef7,No/12 (33).jpeg,No,12 (33).jpeg,545,766,74330
42,within_class,58232ee2c3bcf299415690ccba7621e9876db8aacbb22615e0677ecf6f6a9ef7,No/IMG_0330.jpeg,No,IMG_0330.jpeg,545,766,74330
43,within_class,595e1880871fe61f5a599c5e3c8e1bf4175a8580cf6135bd99d8a99a9e638f65,No/8 (8).jpeg,No,8 (8).jpeg,840,716,131789
43,within_class,595e1880871fe61f5a599c5e3c8e1bf4175a8580cf6135bd99d8a99a9e638f65,No/IMG_0229.jpeg,No,IMG_0229.jpeg,840,716,131789
44,cross_class,599a03dc7387278c9efb3674235f746388eb49fe2e8babf9e12b559680d197cb,No/IMG_0195.jpeg,No,IMG_0195.jpeg,913,678,102723
44,cross_class,599a03dc7387278c9efb3674235f746388eb49fe2e8babf9e12b559680d197cb,Yes/IMG_0195.jpeg,Yes,IMG_0195.jpeg,913,678,102723
45,within_class,63b5ef36a633c90a1f4b831f18a4223534dcc1d2aeaffc01ef0dd2e5689d3288,No/13 (35).jpg,No,13 (35).jpg,129,132,8893
45,within_class,63b5ef36a633c90a1f4b831f18a4223534dcc1d2aeaffc01ef0dd2e5689d3288,No/9 (33).jpg,No,9 (33).jpg,129,132,8893
45,within_class,63b5ef36a633c90a1f4b831f18a4223534dcc1d2aeaffc01ef0dd2e5689d3288,No/IMG_20231216_150534_791.jpg,No,IMG_20231216_150534_791.jpg,129,132,8893
46,within_class,63c6e614629b36753380a7833dc33f2b56ebbd76a23db5e455450aeb0d603e0a,No/1 (5).jpeg,No,1 (5).jpeg,679,897,135181
46,within_class,63c6e614629b36753380a7833dc33f2b56ebbd76a23db5e455450aeb0d603e0a,No/IMG_0209.jpeg,No,IMG_0209.jpeg,679,897,135181
47,within_class,64b49c0d06479cbd5b092d2ef988904b11c15a8a8027aafd55fc8b3df11ae8d6,No/10 (13).jpeg,No,10 (13).jpeg,355,515,48226
47,within_class,64b49c0d06479cbd5b092d2ef988904b11c15a8a8027aafd55fc8b3df11ae8d6,No/12 (24).jpeg,No,12 (24).jpeg,355,515,48226
47,within_class,64b49c0d06479cbd5b092d2ef988904b11c15a8a8027aafd55fc8b3df11ae8d6,No/IMG_0358.jpeg,No,IMG_0358.jpeg,355,515,48226
48,within_class,67de5afb9b5ff82bfa343fd9e477978220ca8a138ba29247e643e8991dad2b68,No/10 (14).jpeg,No,10 (14).jpeg,196,462,24388
48,within_class,67de5afb9b5ff82bfa343fd9e477978220ca8a138ba29247e643e8991dad2b68,No/IMG_0359.jpeg,No,IMG_0359.jpeg,196,462,24388
49,within_class,6a571020bff3675a841cb45ee8a502615ed0257b71eab5e18bf31c9ba2f38d54,No/10 (32).jpeg,No,10 (32).jpeg,324,345,32731
49,within_class,6a571020bff3675a841cb45ee8a502615ed0257b71eab5e18bf31c9ba2f38d54,No/IMG_0340.jpeg,No,IMG_0340.jpeg,324,345,32731
50,within_class,6becd4bdfea611352fadbe7aadbfd6d2579a7176afcb4442c5d4b1b7601528ea,No/5 (4).jpeg,No,5 (4).jpeg,940,908,161327
50,within_class,6becd4bdfea611352fadbe7aadbfd6d2579a7176afcb4442c5d4b1b7601528ea,No/IMG_0227.jpeg,No,IMG_0227.jpeg,940,908,161327
51,within_class,6d5526b55747030e4c7887933f4f992ba024c82de60ae37ec9afc64696c39ed4,No/9 (20).jpg,No,9 (20).jpg,163,129,11234
51,within_class,6d5526b55747030e4c7887933f4f992ba024c82de60ae37ec9afc64696c39ed4,No/IMG_20231216_150534_778.jpg,No,IMG_20231216_150534_778.jpg,163,129,11234
52,within_class,6e5116ef1c1697baddc6cd5b9d8151fb255b82b2755eef69fa993e07cd72cb6a,No/7 (10).jpg,No,7 (10).jpg,172,172,15058
52,within_class,6e5116ef1c1697baddc6cd5b9d8151fb255b82b2755eef69fa993e07cd72cb6a,No/IMG_20231216_135244_591.jpg,No,IMG_20231216_135244_591.jpg,172,172,15058
53,within_class,6e8a62192639ee1a23639fe82ee151ea9130e9a068c5f65a4a4dec8640141854,No/11 (34).jpeg,No,11 (34).jpeg,491,491,49714
53,within_class,6e8a62192639ee1a23639fe82ee151ea9130e9a068c5f65a4a4dec8640141854,No/2024-02-04 15.32.12.jpeg,No,2024-02-04 15.32.12.jpeg,491,491,49714
54,within_class,6fdbddc397a677abe412f91df5abae64af6e00ad20cf2e63f7edc9465f1a29ae,No/11 (4).jpeg,No,11 (4).jpeg,664,491,57585
54,within_class,6fdbddc397a677abe412f91df5abae64af6e00ad20cf2e63f7edc9465f1a29ae,No/2024-02-04 15.34.55.jpeg,No,2024-02-04 15.34.55.jpeg,664,491,57585
55,within_class,7071e0dce1501a0911e0943009d6a9f4462c7025442f15b1f83dc25d6c4a76f5,No/13 (16).jpg,No,13 (16).jpg,129,129,8576
55,within_class,7071e0dce1501a0911e0943009d6a9f4462c7025442f15b1f83dc25d6c4a76f5,No/9 (14).jpg,No,9 (14).jpg,129,129,8576
55,within_class,7071e0dce1501a0911e0943009d6a9f4462c7025442f15b1f83dc25d6c4a76f5,No/IMG_20231216_150534_772.jpg,No,IMG_20231216_150534_772.jpg,129,129,8576
56,within_class,71d8b3431d27df94afe71766d38904251aae9e993788ce3dd0137688392afcd5,No/13 (27).jpg,No,13 (27).jpg,130,129,9153
56,within_class,71d8b3431d27df94afe71766d38904251aae9e993788ce3dd0137688392afcd5,No/9 (25).jpg,No,9 (25).jpg,130,129,9153
56,within_class,71d8b3431d27df94afe71766d38904251aae9e993788ce3dd0137688392afcd5,No/IMG_20231216_150534_783.jpg,No,IMG_20231216_150534_783.jpg,130,129,9153
57,within_class,725bf6d1c5f1fc6c1b94a5178845a57dc930aaeb7ec4fdc1349d71cea80a43a2,No/2024-02-04 15.18.56.jpeg,No,2024-02-04 15.18.56.jpeg,791,517,74493
57,within_class,725bf6d1c5f1fc6c1b94a5178845a57dc930aaeb7ec4fdc1349d71cea80a43a2,No/3 (3).jpeg,No,3 (3).jpeg,791,517,74493
58,within_class,728e67a386d1d8bc46f61256fa08051f4c68dbb594ea945b724668a36e039bf5,No/5 (8).jpeg,No,5 (8).jpeg,910,909,162232
58,within_class,728e67a386d1d8bc46f61256fa08051f4c68dbb594ea945b724668a36e039bf5,No/8 (10).jpeg,No,8 (10).jpeg,910,909,162232
58,within_class,728e67a386d1d8bc46f61256fa08051f4c68dbb594ea945b724668a36e039bf5,No/IMG_0221.jpeg,No,IMG_0221.jpeg,910,909,162232
59,within_class,7675b62e577fd6099981244baaf360876e4354a3bad9897b988c7df8c3176cf3,No/10 (33).jpeg,No,10 (33).jpeg,141,230,15982
59,within_class,7675b62e577fd6099981244baaf360876e4354a3bad9897b988c7df8c3176cf3,No/IMG_0341.jpeg,No,IMG_0341.jpeg,141,230,15982
60,cross_class,78263db3e49298a7b07b47a01de1efbc5301aa4f549dc1f1b155404a7773ba0e,No/4 (2).jpeg,No,4 (2).jpeg,967,977,185970
60,cross_class,78263db3e49298a7b07b47a01de1efbc5301aa4f549dc1f1b155404a7773ba0e,No/IMG_0214.jpeg,No,IMG_0214.jpeg,967,977,185970
60,cross_class,78263db3e49298a7b07b47a01de1efbc5301aa4f549dc1f1b155404a7773ba0e,Yes/IMG_0214.jpeg,Yes,IMG_0214.jpeg,967,977,185970
61,within_class,785d48a6084ddaa05c478a4427ba1686853b68dad2790a4514a7dd97253c1fa5,No/12 (31).jpeg,No,12 (31).jpeg,491,682,72481
61,within_class,785d48a6084ddaa05c478a4427ba1686853b68dad2790a4514a7dd97253c1fa5,No/14 (20).jpeg,No,14 (20).jpeg,491,682,72481
61,within_class,785d48a6084ddaa05c478a4427ba1686853b68dad2790a4514a7dd97253c1fa5,No/IMG_0365.jpeg,No,IMG_0365.jpeg,491,682,72481
62,cross_class,7a0bce2926a98e840f8c4b3268a3fc9150e59a8e3eff0579edc740138e407c9f,No/IMG_0219.jpeg,No,IMG_0219.jpeg,817,509,95356
62,cross_class,7a0bce2926a98e840f8c4b3268a3fc9150e59a8e3eff0579edc740138e407c9f,Yes/IMG_0219.jpeg,Yes,IMG_0219.jpeg,817,509,95356
63,cross_class,7a12625a816cd89de4b75ddf1c65b4342a5f09e96d338927d0e77b64f7970cb1,No/IMG_0193.jpeg,No,IMG_0193.jpeg,695,736,96669
63,cross_class,7a12625a816cd89de4b75ddf1c65b4342a5f09e96d338927d0e77b64f7970cb1,Yes/IMG_0193.jpeg,Yes,IMG_0193.jpeg,695,736,96669
64,within_class,7a82af65df498e40ff79ba592b01a2b1006b6bc468c0dfce394cca2bab01c5b0,No/11 (8).jpeg,No,11 (8).jpeg,637,491,60869
64,within_class,7a82af65df498e40ff79ba592b01a2b1006b6bc468c0dfce394cca2bab01c5b0,No/2024-02-04 15.36.04.jpeg,No,2024-02-04 15.36.04.jpeg,637,491,60869
65,within_class,7afec30169686191eb2426ef1d92b9db295d0910b36860d23b188a17f6ed9942,No/6 (3).jpeg,No,6 (3).jpeg,825,491,86372
65,within_class,7afec30169686191eb2426ef1d92b9db295d0910b36860d23b188a17f6ed9942,No/IMG_0235.jpeg,No,IMG_0235.jpeg,825,491,86372
66,within_class,7d39de75852651473e8de883f0b4f064da8a94a9703670ab1af49d261f4c5d92,No/10 (23).jpeg,No,10 (23).jpeg,491,701,69591
66,within_class,7d39de75852651473e8de883f0b4f064da8a94a9703670ab1af49d261f4c5d92,No/12 (34).jpeg,No,12 (34).jpeg,491,701,69591
66,within_class,7d39de75852651473e8de883f0b4f064da8a94a9703670ab1af49d261f4c5d92,No/IMG_0331.jpeg,No,IMG_0331.jpeg,491,701,69591
67,within_class,7fce49cc6f1031300517d102a4fcd4d5bced7798a06e0ac615c707583f5b3ff9,No/13 (34).jpg,No,13 (34).jpg,146,130,10015
67,within_class,7fce49cc6f1031300517d102a4fcd4d5bced7798a06e0ac615c707583f5b3ff9,No/9 (32).jpg,No,9 (32).jpg,146,130,10015
67,within_class,7fce49cc6f1031300517d102a4fcd4d5bced7798a06e0ac615c707583f5b3ff9,No/IMG_20231216_150534_790.jpg,No,IMG_20231216_150534_790.jpg,146,130,10015
68,within_class,7ff5835bb4055cdca4dfbdfa65b7990fef1b9fd634ca471b15a55f78d07420e6,No/2024-02-04 15.18.15.jpeg,No,2024-02-04 15.18.15.jpeg,467,374,36936
68,within_class,7ff5835bb4055cdca4dfbdfa65b7990fef1b9fd634ca471b15a55f78d07420e6,No/3 (1).jpeg,No,3 (1).jpeg,467,374,36936
69,within_class,80b4846f3c1915705809d5d6533a86b725d445054e6e7fc03ee85a7d62f215f9,No/11 (10).jpeg,No,11 (10).jpeg,503,509,50235
69,within_class,80b4846f3c1915705809d5d6533a86b725d445054e6e7fc03ee85a7d62f215f9,No/2024-02-04 15.36.41.jpeg,No,2024-02-04 15.36.41.jpeg,503,509,50235
70,within_class,828b4d9a3ae589abdcf0386ca248751c84c0fdb8479c85630a4f19e839918d77,No/6 (1).jpeg,No,6 (1).jpeg,886,491,93979
70,within_class,828b4d9a3ae589abdcf0386ca248751c84c0fdb8479c85630a4f19e839918d77,No/IMG_0233.jpeg,No,IMG_0233.jpeg,886,491,93979
71,within_class,8df617dc9702b07bc5da3fb0eb587ecde15be4ba68f70e107b6e32f461cc5035,No/1 (9).jpeg,No,1 (9).jpeg,549,1027,113301
