unit_id,script,digit_glyph,ambiguous,note
163,digit,western,0,
164,english,na,0,
165,english,na,0,
166,digit,western,0,
167,digit,western,0,
168,digit,western,0,
169,digit,western,0,
170,digit,western,0,
171,digit,western,0,
172,digit,western,0,
173,digit,western,0,
174,digit,western,0,
175,digit,western,0,
176,digit,western,0,
177,digit,western,0,
178,digit,western,0,
179,digit,western,0,
180,digit,western,0,
181,digit,western,0,
182,digit,western,0,
183,digit,western,0,
184,digit,western,0,
185,digit,western,0,
186,digit,western,0,
187,digit,western,0,
188,urdu,na,0,
189,digit,western,0,
190,digit,western,0,
191,digit,western,0,
192,digit,western,0,
193,digit,western,0,
194,digit,western,0,
195,digit,western,0,
196,digit,western,0,
197,digit,western,0,
198,digit,western,0,
199,digit,western,0,
200,urdu,na,0,
201,urdu,na,0,
202,urdu,na,0,
203,urdu,na,0,
204,urdu,na,0,
205,urdu,na,0,
206,urdu,na,0,
207,urdu,na,0,
208,urdu,na,0,
209,digit,western,0,
210,urdu,na,0,
211,digit,western,0,
212,digit,western,0,
213,digit,western,0,
214,digit,western,0,
215,digit,western,0,
216,digit,western,0,
217,digit,western,0,
218,digit,western,0,
219,digit,western,0,
220,digit,western,0,
221,digit,western,0,
222,digit,western,0,
223,english,na,0,
224,digit,western,0,
225,urdu,na,0,
226,urdu,na,0,
227,urdu,na,0,
228,urdu,na,0,
229,urdu,na,0,
230,urdu,na,0,
231,urdu,na,0,
232,urdu,na,0,
233,urdu,na,0,
234,urdu,na,0,
235,urdu,na,0,
236,urdu,na,0,
237,urdu,na,0,
238,urdu,na,0,
239,urdu,na,0,
240,urdu,na,0,
241,urdu,na,0,
242,urdu,na,0,
243,urdu,na,0,
244,urdu,na,0,
245,urdu,na,0,
246,urdu,na,0,
247,urdu,na,0,
248,urdu,na,0,
249,urdu,na,0,
250,urdu,na,0,
251,urdu,na,0,
252,urdu,na,0,
253,urdu,na,0,
254,urdu,na,0,
255,urdu,na,0,
256,urdu,na,0,
257,urdu,na,0,
258,urdu,na,0,
259,urdu,na,0,
260,urdu,na,0,
261,urdu,na,0,
262,urdu,na,0,
263,urdu,na,0,
264,urdu,na,0,
265,urdu,na,0,
266,urdu,na,0,
267,urdu,na,0,
268,urdu,na,0,
269,urdu,na,0,
270,digit,western,0,
271,urdu,na,0,
272,digit,western,0,
273,digit,western,0,
274,digit,western,0,
275,digit,western,0,
276,digit,western,0,
277,digit,western,0,
278,digit,western,0,
279,digit,western,0,
280,urdu,na,0,
281,urdu,na,0,
282,urdu,na,0,
283,urdu,na,0,
284,urdu,na,0,
285,urdu,na,0,
286,urdu,na,0,
287,urdu,na,0,
288,urdu,na,0,
289,urdu,na,0,
290,urdu,na,0,
291,urdu,na,0,
292,urdu,na,0,
293,urdu,na,0,
294,urdu,na,0,
295,urdu,na,0,
296,urdu,na,0,
297,urdu,na,0,
298,urdu,na,0,
299,urdu,na,0,
300,urdu,na,0,
301,urdu,na,0,
302,urdu,na,0,
303,urdu,na,0,
304,urdu,na,0,
305,urdu,na,0,
306,urdu,na,0,
307,urdu,na,0,
308,urdu,na,0,
309,urdu,na,0,
310,urdu,na,0,
311,urdu,na,0,
312,urdu,na,0,
313,urdu,na,0,
314,urdu,na,0,
315,,na,1,not clear image
316,urdu,na,0,
317,digit,western,0,
318,urdu,na,0,
319,digit,western,0,
320,digit,western,0,
321,digit,western,0,
322,digit,western,0,
323,digit,western,0,
324,digit,western,0,
325,digit,western,0,
326,english,na,0,
327,urdu,na,0,
328,urdu,na,0,
329,urdu,na,0,
330,urdu,na,0,
331,urdu,na,0,
332,urdu,na,0,
333,urdu,na,0,
334,urdu,na,0,
335,urdu,na,0,
336,urdu,na,0,
337,urdu,na,0,
338,urdu,na,0,
339,urdu,na,0,
340,urdu,na,0,
341,urdu,na,0,
342,urdu,na,0,
343,urdu,na,0,
344,urdu,na,0,
345,urdu,na,0,
346,urdu,na,0,
347,urdu,na,0,
348,urdu,na,0,
349,urdu,na,0,
350,urdu,na,0,
351,urdu,na,0,
352,urdu,na,0,
353,urdu,na,0,
354,urdu,na,0,
355,urdu,na,0,
356,urdu,na,0,
357,urdu,na,0,
358,urdu,na,0,
359,urdu,na,0,
360,urdu,na,0,
361,urdu,na,0,
362,urdu,na,0,
363,urdu,na,0,
364,digit,western,0,
365,urdu,na,0,
366,digit,western,0,
367,digit,western,0,
368,digit,western,0,
369,digit,western,0,
370,digit,western,0,
371,digit,western,0,
372,digit,western,0,
373,digit,western,0,
374,,na,1,not clear image
375,urdu,na,0,
376,urdu,na,0,
377,urdu,na,0,
378,urdu,na,0,
379,urdu,na,0,
380,urdu,na,0,
381,urdu,na,0,
382,urdu,na,0,
383,urdu,na,0,
384,urdu,na,0,
385,digit,western,0,
386,urdu,na,0,
387,urdu,na,0,
388,urdu,na,0,
389,urdu,na,0,
390,urdu,na,0,
391,urdu,na,0,
392,urdu,na,0,
393,urdu,na,0,
394,urdu,na,0,
395,urdu,na,0,
396,urdu,na,0,
397,urdu,na,0,
398,urdu,na,0,
399,urdu,na,0,
400,urdu,na,0,
401,urdu,na,0,
402,urdu,na,0,
403,urdu,na,0,
404,urdu,na,0,
405,urdu,na,0,
406,urdu,na,0,
407,urdu,na,0,
408,urdu,na,0,
409,urdu,na,0,
410,digit,western,0,
411,urdu,na,0,
412,digit,western,0,
413,digit,western,0,
414,digit,western,0,
415,digit,western,0,
416,digit,western,0,
417,digit,western,0,
418,digit,western,0,
419,digit,western,0,
420,english,na,0,
421,english,na,0,
422,english,na,0,
423,english,na,0,
424,english,na,0,
425,english,na,0,
426,english,na,0,
427,urdu,na,0,
428,english,na,0,
429,urdu,na,0,
430,urdu,na,0,
431,english,na,0,
432,urdu,na,0,
433,english,na,0,
434,english,na,0,
435,english,na,0,
436,english,na,0,
437,english,na,0,
438,urdu,na,0,
439,english,na,0,
440,english,na,0,
441,digit,western,0,
442,english,na,0,
443,english,na,0,
444,english,na,0,
445,english,na,0,
446,english,na,0,
447,english,na,0,
448,english,na,0,
449,english,na,0,
450,english,na,0,
451,english,na,0,
452,urdu,na,0,
453,digit,unclear,1,not clear image
454,english,na,0,
455,digit,western,0,
456,,na,1,not clear image
457,english,na,0,
458,urdu,na,0,
459,english,na,0,
460,digit,western,0,
461,digit,western,0,
462,digit,western,0,
463,digit,western,0,
464,digit,western,0,
465,digit,western,0,
466,english,na,0,
467,english,na,0,
468,urdu,na,0,
469,english,na,0,
470,urdu,na,0,
471,urdu,na,0,
472,urdu,na,0,
473,urdu,na,0,
474,urdu,na,0,
475,urdu,na,0,
476,urdu,na,0,
477,urdu,na,0,
478,urdu,na,0,
479,urdu,na,0,
480,urdu,na,0,
481,urdu,na,0,
482,urdu,na,0,
483,urdu,na,0,
484,urdu,na,0,
485,urdu,na,0,
486,urdu,na,0,
487,urdu,na,0,
488,urdu,na,0,
489,urdu,na,0,
490,urdu,na,0,
491,urdu,na,0,
492,urdu,na,0,
493,urdu,na,0,
494,urdu,na,0,
495,urdu,na,0,
496,urdu,na,0,
497,urdu,na,0,
498,urdu,na,0,
499,urdu,na,0,
500,urdu,na,0,
501,urdu,na,0,
502,english,na,0,
503,urdu,na,0,
504,urdu,na,0,
505,urdu,na,0,
506,urdu,na,0,
507,urdu,na,0,
508,urdu,na,0,
509,urdu,na,0,
510,urdu,na,0,
511,urdu,na,0,
512,urdu,na,0,
513,urdu,na,0,
514,urdu,na,0,
515,urdu,na,0,
516,urdu,na,0,
517,urdu,na,0,
518,urdu,na,0,
519,digit,western,0,
520,urdu,na,0,
521,urdu,na,0,
522,urdu,na,0,
523,urdu,na,0,
524,urdu,na,0,
525,urdu,na,0,
526,urdu,na,0,
527,urdu,na,0,
528,english,na,0,
529,urdu,na,0,
530,urdu,na,0,
531,urdu,na,0,
532,urdu,na,0,
533,urdu,na,0,
534,urdu,na,0,
535,urdu,na,0,
536,urdu,na,0,
537,urdu,na,0,
538,urdu,na,0,
539,urdu,na,0,
540,urdu,na,0,
541,urdu,na,0,
542,urdu,na,0,
543,urdu,na,0,
544,urdu,na,0,
545,urdu,na,0,
546,urdu,na,0,
547,urdu,na,0,
548,digit,western,0,
549,urdu,na,0,
550,urdu,na,0,
551,urdu,na,0,
552,urdu,na,0,
553,urdu,na,0,
554,urdu,na,0,
555,urdu,na,0,
556,urdu,na,0,
557,urdu,na,0,
558,urdu,na,0,
559,urdu,na,0,
560,urdu,na,0,
561,urdu,na,0,
562,urdu,na,0,
563,urdu,na,0,
564,urdu,na,0,
565,urdu,na,0,
566,urdu,na,0,
567,urdu,na,0,
568,urdu,na,0,
569,urdu,na,0,
570,urdu,na,0,
571,urdu,na,0,
572,urdu,na,0,
573,urdu,na,0,
574,urdu,na,0,
575,urdu,na,0,
576,urdu,na,0,
577,urdu,na,0,
578,urdu,na,0,
579,urdu,na,0,
580,urdu,na,0,
581,urdu,na,0,
582,urdu,na,0,
583,digit,western,0,
584,digit,western,0,
585,digit,western,0,
586,digit,western,0,
587,digit,western,0,
588,digit,western,0,
589,digit,western,0,
590,digit,western,0,
591,digit,western,0,
592,english,na,0,
593,urdu,na,0,
594,digit,western,0,
595,digit,western,0,
596,digit,western,0,
597,digit,western,0,
598,digit,western,0,
599,digit,western,0,
600,digit,western,0,
601,digit,western,0,
602,urdu,na,0,
603,urdu,na,0,
604,urdu,na,0,
605,urdu,na,0,
606,urdu,na,0,
607,urdu,na,0,
608,urdu,na,0,
609,urdu,na,0,
610,urdu,na,0,
611,urdu,na,0,
612,english,na,0,
613,urdu,na,0,
614,urdu,na,0,
615,urdu,na,0,
616,urdu,na,0,
617,urdu,na,0,
618,urdu,na,0,
619,urdu,na,0,
620,urdu,na,0,
621,urdu,na,0,
622,urdu,na,0,
623,urdu,na,0,
624,urdu,na,0,
625,urdu,na,0,
626,urdu,na,0,
627,urdu,na,0,
628,urdu,na,0,
629,digit,western,0,
630,urdu,na,0,
631,urdu,na,0,
632,urdu,na,0,
633,urdu,na,0,
634,urdu,na,0,
635,urdu,na,0,
636,urdu,na,0,
637,urdu,na,0,
638,urdu,na,0,
